District,State,Location,Latitude,Longitude,Lithology,Aquifer_Type,Expected_WBZ_Depth_m,Water_Level_m,Expected_Discharge_LPM,pH,EC_uS_cm,Hardness_mg_L,Nitrate_mg_L,Fluoride_mg_L,Recommended_Drilling,Well_Suitability,Expected_Water_Quality
Hassan,Karnataka,KA-Site-0625,18.394504,78.255986,Schist,Unconfined,131,22.61,131,8.55,100,289,53.83,0.73,Down-the-Hole,Suitable,Moderate
Davanagere,Karnataka,KA-Site-0626,15.553909,74.850849,Schist,Semi-confined,30,27.52,178,8.27,987,173,0.0,1.21,Down-the-Hole,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0627,15.621672,74.4015,Alluvium,Unconfined,70,14.82,242,8.5,1139,202,24.41,1.92,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-0628,11.672881,77.646166,Schist,Unconfined,82,18.41,131,7.33,458,423,33.69,0.55,Auger Drilling,Not Suitable,Good
Tumakuru,Karnataka,KA-Site-0629,15.506854,75.820338,Laterite,Confined,70,21.74,76,6.53,1646,57,22.97,0.76,Auger Drilling,Suitable,Poor
Shivamogga,Karnataka,KA-Site-0630,15.303841,75.371424,Basalt,Semi-confined,172,9.55,190,7.12,1144,153,2.37,0.0,Rotary Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-0631,14.784242,75.654688,Gneiss,Semi-confined,107,21.59,92,6.66,1284,93,26.42,0.7,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-0632,13.092737,75.258206,Granite,Fractured,128,8.19,100,7.52,1044,163,55.42,0.21,Rotary Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0633,15.401973,75.152095,Laterite,Fractured,87,18.41,97,6.41,721,447,35.5,0.0,Rotary Drilling,Suitable,Good
Belagavi,Karnataka,KA-Site-0634,13.299673,76.157547,Schist,Fractured,100,14.18,132,7.83,340,71,39.02,1.4,Cable Tool,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0635,15.799182,75.503644,Gneiss,Semi-confined,121,14.96,140,8.65,885,20,16.5,0.69,Percussion Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0636,14.974259,75.81641,Granite,Unconfined,76,21.97,135,7.35,1403,360,25.3,0.26,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0637,13.857934,76.562671,Granite,Fractured,145,18.57,87,7.5,474,282,42.15,1.4,Rotary Drilling,Not Suitable,Good
Kolar,Karnataka,KA-Site-0638,18.01314,77.766175,Alluvium,Unconfined,55,14.94,336,7.64,513,180,32.06,0.0,Percussion Drilling,Suitable,Good
Kalaburagi,Karnataka,KA-Site-0639,15.422441,77.278768,Schist,Confined,169,19.63,84,8.65,1183,247,25.95,0.62,Down-the-Hole,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0640,15.001386,77.781992,Granite,Fractured,103,22.53,101,8.1,233,75,32.73,0.82,Down-the-Hole,Suitable,Moderate
Davanagere,Karnataka,KA-Site-0641,12.667808,74.210082,Granite,Confined,91,25.74,144,7.55,947,560,10.5,2.13,Auger Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0642,14.647192,74.848845,Alluvium,Fractured,96,8.11,348,7.48,1240,483,36.76,0.44,Cable Tool,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0643,15.002136,78.023448,Basalt,Fractured,147,8.7,83,7.58,419,367,34.66,1.41,Rotary Drilling,Not Suitable,Good
Chitradurga,Karnataka,KA-Site-0644,14.260388,74.00578,Basalt,Unconfined,168,8.0,269,7.64,1536,214,14.06,0.82,Down-the-Hole,Suitable,Poor
Chitradurga,Karnataka,KA-Site-0645,12.844114,77.779992,Laterite,Semi-confined,141,7.94,96,7.96,410,346,5.26,0.63,Auger Drilling,Suitable,Good
Kalaburagi,Karnataka,KA-Site-0646,16.191778,74.845566,Granite,Unconfined,145,20.62,86,7.02,523,217,25.72,1.3,Rotary Drilling,Not Suitable,Good
Mysuru,Karnataka,KA-Site-0647,13.216955,76.017835,Granite,Fractured,165,29.28,94,8.06,824,123,34.53,0.88,Cable Tool,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0648,16.054246,78.003593,Alluvium,Unconfined,198,7.17,276,7.64,1896,258,23.64,0.87,Auger Drilling,Suitable,Poor
Mandya,Karnataka,KA-Site-0649,13.786353,76.804915,Schist,Fractured,41,15.96,119,6.97,695,322,69.26,0.43,Down-the-Hole,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0650,15.642655,74.325032,Schist,Confined,79,8.69,168,7.89,1281,482,74.04,0.59,Cable Tool,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0651,11.768531,76.79659,Laterite,Fractured,120,13.94,124,7.92,362,412,37.8,1.51,Auger Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0652,15.429491,77.972764,Schist,Semi-confined,92,18.2,232,7.76,919,408,22.69,2.23,Percussion Drilling,Suitable,Moderate
Mandya,Karnataka,KA-Site-0653,12.155602,77.456402,Gneiss,Semi-confined,86,12.66,140,7.2,1113,399,32.83,0.3,Percussion Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0654,16.326739,75.547908,Laterite,Confined,189,11.93,59,8.2,1519,348,54.43,0.88,Down-the-Hole,Not Suitable,Poor
Dakshina Kannada,Karnataka,KA-Site-0655,11.733986,75.650384,Gneiss,Fractured,107,6.81,67,7.32,1208,305,36.06,1.04,Auger Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0656,12.478044,74.432566,Laterite,Confined,129,15.61,91,7.84,442,313,34.66,0.37,Rotary Drilling,Suitable,Good
Ballari,Karnataka,KA-Site-0657,17.902315,74.938934,Laterite,Fractured,96,20.09,95,7.71,609,248,0.0,0.1,Rotary Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0658,16.691465,75.361882,Gneiss,Confined,134,21.56,123,6.88,817,145,46.45,0.3,Rotary Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0659,13.334245,77.967728,Alluvium,Unconfined,115,9.59,269,7.28,591,442,55.43,0.0,Cable Tool,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0660,14.146175,74.463258,Laterite,Confined,153,22.98,132,7.42,579,127,51.8,0.46,Cable Tool,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0661,17.781089,76.331982,Schist,Unconfined,100,26.98,138,6.12,841,499,74.18,0.58,Rotary Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0662,16.065848,77.27209,Basalt,Confined,62,5.02,145,6.88,1189,367,26.83,0.25,Cable Tool,Suitable,Moderate
Mandya,Karnataka,KA-Site-0663,13.109429,76.321756,Schist,Fractured,125,13.86,170,6.61,190,245,64.22,1.23,Percussion Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0664,12.165396,74.902111,Granite,Unconfined,43,15.34,130,7.24,837,118,61.83,1.33,Rotary Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0665,14.181486,77.910946,Basalt,Fractured,50,6.68,267,8.19,842,468,37.75,0.18,Rotary Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0666,11.595479,75.364488,Basalt,Unconfined,119,22.45,149,7.97,100,277,1.38,0.51,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0667,12.454598,74.885099,Laterite,Fractured,97,13.95,65,7.45,1289,608,41.65,1.75,Percussion Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0668,11.813379,74.243214,Granite,Semi-confined,71,16.43,149,7.48,709,104,12.13,0.0,Auger Drilling,Not Suitable,Good
Mandya,Karnataka,KA-Site-0669,12.553468,76.266065,Alluvium,Unconfined,109,7.87,349,7.68,1216,44,28.66,0.92,Rotary Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0670,13.048033,75.211039,Schist,Unconfined,158,25.08,150,7.18,826,20,25.56,1.38,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0671,15.262456,74.221848,Basalt,Semi-confined,89,7.84,196,8.46,474,172,41.25,1.2,Cable Tool,Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-0672,17.54444,77.476352,Laterite,Confined,102,9.22,102,7.79,222,450,18.61,0.59,Cable Tool,Suitable,Good
Belagavi,Karnataka,KA-Site-0673,15.068299,76.633674,Alluvium,Fractured,104,6.09,116,7.86,1006,241,8.05,1.01,Rotary Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0674,16.602094,78.193607,Granite,Fractured,80,11.97,101,7.48,929,445,49.34,1.1,Percussion Drilling,Suitable,Moderate
Ballari,Karnataka,KA-Site-0675,12.552174,74.173662,Granite,Confined,105,8.22,142,8.84,593,288,20.88,0.18,Down-the-Hole,Suitable,Moderate
Udupi,Karnataka,KA-Site-0676,17.840946,76.323115,Basalt,Fractured,136,8.84,185,7.51,1267,452,18.12,0.43,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0677,16.318051,74.988752,Granite,Semi-confined,177,24.6,110,8.26,808,367,49.75,0.35,Auger Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0678,13.703888,74.525618,Laterite,Semi-confined,83,11.83,85,6.54,1283,469,0.0,1.39,Down-the-Hole,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0679,16.79577,75.158145,Laterite,Confined,117,25.99,90,8.64,585,403,8.26,0.71,Rotary Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-0680,15.824088,76.053467,Gneiss,Fractured,181,27.35,143,7.4,744,495,20.17,0.0,Percussion Drilling,Suitable,Good
Belagavi,Karnataka,KA-Site-0681,17.283522,75.024346,Granite,Semi-confined,175,13.84,123,6.63,1186,326,25.28,0.63,Rotary Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-0682,17.485766,75.559112,Basalt,Unconfined,100,29.33,138,7.33,842,275,30.64,0.85,Cable Tool,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-0683,17.109601,75.789357,Alluvium,Fractured,73,7.73,213,8.65,1228,298,23.15,0.44,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0684,15.494652,75.960151,Laterite,Semi-confined,41,15.37,110,8.07,694,402,57.81,1.87,Rotary Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0685,14.088165,76.187259,Granite,Confined,87,10.35,107,7.59,628,359,32.82,2.06,Auger Drilling,Not Suitable,Moderate
Udupi,Karnataka,KA-Site-0686,18.332548,76.39537,Alluvium,Unconfined,64,13.67,393,6.54,693,281,38.79,1.56,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0687,12.8898,76.226728,Basalt,Semi-confined,153,17.49,213,6.82,1591,445,11.52,0.4,Cable Tool,Suitable,Poor
Mysuru,Karnataka,KA-Site-0688,15.208837,75.304943,Granite,Fractured,99,20.72,129,6.91,753,375,40.43,1.6,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0689,18.296333,75.681225,Gneiss,Semi-confined,102,14.91,115,7.43,1113,202,22.72,1.38,Rotary Drilling,Suitable,Moderate
Davanagere,Karnataka,KA-Site-0690,14.117571,78.279236,Granite,Unconfined,174,5.56,134,7.26,445,176,56.05,0.88,Down-the-Hole,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0691,12.222027,78.243593,Gneiss,Semi-confined,97,22.8,124,6.55,232,267,9.67,0.0,Auger Drilling,Suitable,Good
Tumakuru,Karnataka,KA-Site-0692,14.042324,74.235209,Alluvium,Semi-confined,105,10.6,172,7.23,1102,379,0.0,0.72,Rotary Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0693,15.966649,75.296685,Gneiss,Confined,151,6.01,85,7.14,661,305,44.71,1.34,Auger Drilling,Suitable,Good
Ballari,Karnataka,KA-Site-0694,14.264932,75.507539,Granite,Unconfined,106,10.18,74,6.8,427,449,16.03,0.87,Cable Tool,Suitable,Moderate
Hassan,Karnataka,KA-Site-0695,12.839024,75.833324,Basalt,Fractured,113,21.6,206,7.06,751,277,23.08,0.6,Percussion Drilling,Not Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-0696,16.825315,74.071271,Laterite,Confined,106,18.95,92,6.0,168,392,50.74,0.25,Cable Tool,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0697,17.598939,74.866617,Laterite,Semi-confined,147,13.99,44,7.54,501,85,32.43,1.64,Cable Tool,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-0698,15.632983,74.436128,Laterite,Confined,110,18.7,111,7.8,489,357,49.95,1.51,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0699,11.670988,75.852865,Alluvium,Fractured,169,4.03,181,7.88,970,109,65.73,0.55,Cable Tool,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-0700,18.367206,76.761686,Laterite,Confined,144,24.84,62,8.25,1520,432,14.77,0.62,Down-the-Hole,Not Suitable,Poor
Mysuru,Karnataka,KA-Site-0701,11.987521,76.650212,Granite,Confined,187,17.74,124,6.29,334,434,0.0,0.68,Rotary Drilling,Not Suitable,Good
Kalaburagi,Karnataka,KA-Site-0702,11.625705,74.335297,Basalt,Semi-confined,166,17.76,206,7.68,1516,488,16.29,1.29,Rotary Drilling,Suitable,Poor
Hassan,Karnataka,KA-Site-0703,16.460737,74.966846,Granite,Unconfined,99,15.46,89,6.0,1378,66,61.33,1.24,Percussion Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0704,16.727203,77.859945,Basalt,Fractured,103,17.37,197,6.95,787,89,27.84,1.47,Auger Drilling,Not Suitable,Good
Ballari,Karnataka,KA-Site-0705,16.710577,76.787503,Laterite,Semi-confined,107,24.65,120,7.82,876,20,8.2,1.15,Down-the-Hole,Not Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0706,15.381424,74.80909,Laterite,Semi-confined,140,16.69,138,7.12,963,473,17.83,0.2,Down-the-Hole,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0707,13.473507,76.388866,Laterite,Fractured,108,10.83,95,8.03,100,253,60.9,1.11,Down-the-Hole,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0708,12.291698,74.703491,Gneiss,Unconfined,170,15.93,150,7.03,163,499,19.91,0.44,Auger Drilling,Suitable,Good
Shivamogga,Karnataka,KA-Site-0709,15.528507,75.905475,Laterite,Semi-confined,68,21.57,91,7.13,1160,367,29.84,1.38,Down-the-Hole,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0710,12.13137,76.727068,Granite,Semi-confined,51,7.24,140,7.98,409,629,45.35,0.8,Down-the-Hole,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0711,15.58333,76.422729,Alluvium,Confined,62,1.05,245,7.44,251,162,0.0,0.15,Down-the-Hole,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0712,11.835704,77.489343,Basalt,Unconfined,114,19.27,153,7.66,272,368,22.13,0.34,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0713,12.318151,78.436363,Alluvium,Fractured,89,3.79,234,7.0,954,252,0.0,0.82,Rotary Drilling,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-0714,14.397482,75.215263,Gneiss,Unconfined,115,10.17,83,8.48,1121,159,52.12,0.92,Auger Drilling,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0715,12.322331,77.5355,Granite,Semi-confined,90,22.37,130,7.79,865,356,11.08,1.08,Rotary Drilling,Not Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0716,13.809824,78.329837,Alluvium,Semi-confined,115,13.62,314,7.02,1245,20,15.6,0.25,Cable Tool,Suitable,Moderate
Kolar,Karnataka,KA-Site-0717,14.605198,74.769961,Laterite,Confined,135,7.13,105,8.19,1413,321,28.31,0.89,Down-the-Hole,Suitable,Moderate
Mandya,Karnataka,KA-Site-0718,16.860343,74.411673,Schist,Confined,132,17.85,117,7.07,773,340,44.3,0.77,Cable Tool,Not Suitable,Good
Davanagere,Karnataka,KA-Site-0719,12.800824,78.40097,Granite,Fractured,120,9.25,124,6.96,189,133,10.67,1.26,Rotary Drilling,Suitable,Good
Belagavi,Karnataka,KA-Site-0720,13.515539,74.834867,Alluvium,Confined,127,10.12,324,8.08,448,176,53.82,0.71,Percussion Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0721,14.666264,75.909751,Laterite,Semi-confined,110,18.44,63,7.37,742,402,51.4,1.24,Down-the-Hole,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0722,11.626224,76.506714,Gneiss,Semi-confined,129,24.68,56,7.68,1319,287,64.89,1.32,Cable Tool,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0723,17.129828,76.9662,Laterite,Unconfined,133,25.08,33,6.57,275,338,15.96,0.0,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0724,16.256863,74.301922,Alluvium,Fractured,56,9.31,299,7.71,1224,349,88.71,0.18,Percussion Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0725,17.933268,78.049593,Granite,Confined,51,14.83,108,6.49,581,398,21.54,0.92,Rotary Drilling,Not Suitable,Good
Kalaburagi,Karnataka,KA-Site-0726,12.70974,75.550277,Laterite,Fractured,100,6.54,110,6.94,794,354,0.0,0.0,Down-the-Hole,Suitable,Good
Chitradurga,Karnataka,KA-Site-0727,17.615027,77.432596,Laterite,Fractured,202,26.18,93,7.4,895,336,38.14,1.83,Rotary Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0728,13.934391,76.342342,Gneiss,Unconfined,218,21.38,155,7.02,887,305,0.0,0.1,Auger Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0729,16.312254,75.124404,Schist,Unconfined,154,15.45,151,7.25,752,301,3.28,0.0,Rotary Drilling,Suitable,Good
Shivamogga,Karnataka,KA-Site-0730,17.536344,75.275575,Schist,Fractured,148,22.17,101,7.81,864,231,47.8,0.44,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0731,17.102549,76.056608,Gneiss,Unconfined,181,25.68,153,6.42,680,339,0.0,0.0,Percussion Drilling,Not Suitable,Good
Belagavi,Karnataka,KA-Site-0732,12.137961,77.233717,Gneiss,Unconfined,49,10.34,99,6.62,1076,84,13.25,0.0,Percussion Drilling,Suitable,Moderate
Udupi,Karnataka,KA-Site-0733,15.260185,74.91591,Alluvium,Unconfined,41,1.5,163,9.0,855,564,40.04,0.47,Rotary Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0734,17.175113,78.262268,Granite,Fractured,91,8.4,75,7.39,830,234,38.85,0.35,Cable Tool,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0735,15.236078,74.647255,Alluvium,Confined,135,5.72,183,6.37,1219,287,27.59,0.62,Down-the-Hole,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-0736,16.107986,75.187127,Gneiss,Semi-confined,67,5.3,177,7.66,936,371,80.6,0.2,Auger Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-0737,17.995304,77.727702,Laterite,Confined,75,11.57,73,8.42,912,185,30.11,1.31,Percussion Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0738,13.526485,76.988566,Alluvium,Semi-confined,144,6.97,385,7.55,895,454,51.9,0.32,Percussion Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0739,13.040464,75.74839,Alluvium,Confined,136,6.65,303,7.04,422,175,18.9,0.28,Percussion Drilling,Suitable,Good
Dakshina Kannada,Karnataka,KA-Site-0740,14.679172,75.736368,Laterite,Confined,153,29.55,73,7.29,972,177,0.47,1.88,Percussion Drilling,Not Suitable,Moderate
Davanagere,Karnataka,KA-Site-0741,14.522906,74.242697,Gneiss,Confined,160,8.74,207,7.54,564,206,14.76,0.55,Percussion Drilling,Suitable,Moderate
Belagavi,Karnataka,KA-Site-0742,13.792964,74.944518,Gneiss,Unconfined,141,17.3,136,7.43,1068,230,22.66,0.97,Auger Drilling,Not Suitable,Moderate
Mysuru,Karnataka,KA-Site-0743,14.289915,74.765687,Basalt,Fractured,85,18.91,139,7.76,853,410,15.52,0.26,Auger Drilling,Not Suitable,Moderate
Mandya,Karnataka,KA-Site-0744,17.505224,75.389874,Basalt,Semi-confined,103,21.47,131,8.94,1600,295,35.15,0.42,Cable Tool,Suitable,Poor
Kolar,Karnataka,KA-Site-0745,17.770685,74.260047,Granite,Confined,137,15.93,98,6.78,790,138,30.39,1.75,Rotary Drilling,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0746,13.307851,76.163538,Schist,Confined,114,29.8,170,7.69,1478,231,21.41,0.02,Percussion Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0747,17.420214,75.558197,Basalt,Semi-confined,171,19.65,223,8.0,153,204,25.16,1.41,Percussion Drilling,Suitable,Good
Hassan,Karnataka,KA-Site-0748,13.80304,75.761544,Basalt,Fractured,66,11.55,135,6.35,937,570,83.34,0.86,Auger Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0749,17.941379,74.221213,Granite,Confined,164,11.05,126,7.54,949,186,68.88,0.51,Auger Drilling,Not Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0750,16.328747,76.168268,Basalt,Confined,118,8.11,266,8.1,1439,303,36.42,1.4,Cable Tool,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0751,11.589295,77.128533,Schist,Semi-confined,182,21.23,71,7.79,806,358,13.3,0.12,Auger Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-0752,13.000101,76.633047,Laterite,Confined,60,16.07,89,7.37,1135,444,48.92,1.44,Percussion Drilling,Not Suitable,Moderate
Belagavi,Karnataka,KA-Site-0753,13.676811,74.448488,Laterite,Confined,150,29.51,78,7.23,898,237,13.21,0.35,Down-the-Hole,Not Suitable,Moderate
Hassan,Karnataka,KA-Site-0754,18.103501,75.642877,Alluvium,Confined,125,13.78,305,7.87,1543,503,56.93,1.67,Rotary Drilling,Suitable,Poor
Belagavi,Karnataka,KA-Site-0755,15.376098,78.438863,Gneiss,Confined,154,26.81,130,8.75,100,267,55.05,1.39,Down-the-Hole,Suitable,Moderate
Shivamogga,Karnataka,KA-Site-0756,11.767419,76.768467,Gneiss,Confined,222,25.7,118,6.72,437,348,2.72,0.48,Down-the-Hole,Not Suitable,Good
Ballari,Karnataka,KA-Site-0757,12.699272,77.004208,Schist,Unconfined,184,7.2,182,7.25,1245,241,0.0,1.4,Auger Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0758,18.004827,75.365539,Gneiss,Semi-confined,107,26.6,122,6.49,1219,216,30.24,0.74,Percussion Drilling,Not Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0759,13.874424,75.452077,Schist,Fractured,158,20.23,153,7.13,1169,20,51.96,0.82,Rotary Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0760,16.13067,76.663615,Granite,Fractured,109,23.41,98,7.47,994,159,22.31,0.68,Cable Tool,Not Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0761,14.507219,76.494452,Gneiss,Fractured,168,21.09,84,8.11,591,493,57.93,0.64,Auger Drilling,Not Suitable,Moderate
Ballari,Karnataka,KA-Site-0762,16.37555,75.692188,Laterite,Fractured,121,28.57,97,8.15,588,202,23.82,0.0,Cable Tool,Not Suitable,Good
Hassan,Karnataka,KA-Site-0763,13.572459,76.317183,Basalt,Fractured,122,23.12,218,8.6,507,107,9.46,0.76,Down-the-Hole,Suitable,Good
Mandya,Karnataka,KA-Site-0764,15.556755,75.289973,Gneiss,Semi-confined,228,14.17,103,7.32,941,255,42.66,0.57,Rotary Drilling,Suitable,Moderate
Hassan,Karnataka,KA-Site-0765,14.894946,75.375094,Alluvium,Fractured,30,8.9,282,6.28,533,164,57.92,0.7,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0766,16.536909,74.483539,Alluvium,Unconfined,169,12.85,205,7.81,725,173,20.44,0.77,Cable Tool,Suitable,Good
Tumakuru,Karnataka,KA-Site-0767,14.280593,76.57094,Laterite,Fractured,120,25.48,104,7.06,923,408,0.0,0.37,Percussion Drilling,Suitable,Moderate
Tumakuru,Karnataka,KA-Site-0768,12.908211,78.151245,Schist,Confined,92,26.32,121,8.21,100,359,30.69,0.0,Cable Tool,Suitable,Good
Mandya,Karnataka,KA-Site-0769,11.713476,74.593147,Granite,Unconfined,132,15.57,134,6.02,1021,424,44.03,1.27,Auger Drilling,Suitable,Moderate
Kolar,Karnataka,KA-Site-0770,12.93153,75.520865,Laterite,Semi-confined,157,16.75,116,6.93,558,239,35.44,0.77,Rotary Drilling,Not Suitable,Good
Davanagere,Karnataka,KA-Site-0771,13.08117,76.754714,Basalt,Fractured,90,17.2,174,7.47,1658,241,43.74,1.51,Down-the-Hole,Not Suitable,Poor
Shivamogga,Karnataka,KA-Site-0772,17.044022,75.459411,Alluvium,Semi-confined,44,11.03,233,6.97,1025,246,44.6,0.24,Rotary Drilling,Suitable,Moderate
Dakshina Kannada,Karnataka,KA-Site-0773,18.103089,76.374975,Laterite,Fractured,37,13.15,137,8.86,670,613,21.47,0.66,Down-the-Hole,Not Suitable,Good
Mysuru,Karnataka,KA-Site-0774,18.232337,75.871037,Gneiss,Unconfined,154,20.03,113,7.44,1225,173,0.0,0.89,Auger Drilling,Suitable,Moderate
Chitradurga,Karnataka,KA-Site-0775,16.936248,76.485,Basalt,Unconfined,69,17.03,231,6.57,1580,560,31.71,0.0,Percussion Drilling,Suitable,Poor
Belagavi,Karnataka,KA-Site-0776,14.35015,75.841385,Schist,Fractured,76,18.6,132,9.0,895,131,28.85,0.77,Down-the-Hole,Not Suitable,Moderate
Kolar,Karnataka,KA-Site-0777,18.02852,76.722275,Basalt,Confined,78,27.72,255,8.16,1158,360,27.69,0.99,Rotary Drilling,Suitable,Moderate
Mysuru,Karnataka,KA-Site-0778,12.70536,75.219334,Laterite,Unconfined,131,12.14,105,7.13,558,203,43.98,0.42,Down-the-Hole,Suitable,Good
Tumakuru,Karnataka,KA-Site-0779,15.441886,74.025968,Schist,Semi-confined,43,7.85,88,8.11,1314,445,48.72,1.06,Auger Drilling,Suitable,Moderate
Kalaburagi,Karnataka,KA-Site-0780,12.153012,77.324501,Alluvium,Semi-confined,136,14.44,306,8.49,866,397,18.31,2.27,Auger Drilling,Suitable,Moderate
